experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,6,2,0,200,"['Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair']",,"[3.17 6.97 3.2  0.85 8.65 7.61 0.   2.98 8.54 0.01 0.   3.26 1.88 0.42
 1.24 2.56 6.7  3.05 2.94 1.81 1.61 0.33 6.22 2.77 1.02 2.04 0.06 2.93
 2.49 1.69 4.83 7.1  0.   0.71 0.26 1.52 5.94 9.44 2.17 3.86 0.43 4.48
 8.38 4.93 0.14 4.9  0.55 0.82 0.48 0.05 1.93 4.19 0.   0.77 3.09 4.7
 9.63 8.36 6.67 5.01 2.61 7.66 0.84 0.17 4.89 4.53 0.14 0.79 3.34 0.73
 2.01 0.06 2.04 1.2  0.01 1.52 5.42 5.58 0.1  0.8  0.   0.76 4.04 5.48
 5.68 4.59 0.56 3.86 7.86 2.06 1.12 0.76 7.93 4.78 0.03 0.16 9.   5.03
 7.28 3.7  3.45 0.69 4.79 3.26 1.68 4.99 0.93 2.04 0.7  7.33 0.03 1.
 0.1  8.17 3.71 0.09 2.42 9.84 0.95 1.8  0.   2.26 0.99 2.19 3.34 4.8
 2.72 0.31 1.95 0.89 5.07 4.4  0.44 0.13 2.21 4.1  0.76 0.   6.76 0.03]","Counter({'Misrepair': 90, 'Repair': 50})","[0.35714285714285715, 0.07937253933193772]","[0.6453723506770578, 0.43218179413007357, 0.3834304951006466, 1.4528390472558954, 0.45675869879013736, 0.4983535418805052, 0.6020025405769031, 0.508627917668192, 0.15033264053694348, 0.2176891852340958, 0.49384273679150836, 0.3219779794222875, 0.4580469212772615, 1.3603132246035912, 0.824417626288565, 1.0332086671594893, 0.4572545171421342, 0.7649572219821623, 0.2642445236645201, 0.2993904529656514, 1.172226727797664, 0.38515394756975346, 0.15475475248996765, 0.5145796429555108, 0.589201970702592, 0.2072933614191337, 1.282792129318823, 0.3402060173972688, 0.28333135283249844, 0.43639803783331776, 1.1468805672037485, 1.0591672312722533, 0.6057081856174964, 0.5493626233035497, 1.1869498317383869, 0.42141261781750095, 0.5397662646854089, 0.3155951154739667, 0.7212725027609269, 0.6061940729327033, 0.3740688680171715, 0.5879260990463228, 0.47616647810320073, 1.0278412902925522, 1.8630139287322296, 0.37225155015320666, 0.5835141850998347, 0.9010963410789478, 0.6113640357288831, 0.6141981635241492, 0.3224808451561759, 0.3730177171413453, 0.37239226089869215, 0.602166861773797, 0.5010528022976408, 0.2419818007392679, 1.4696501701721352, 0.5350693625913288, 0.24160089405146157, 0.2896762747693431, 0.4237722773838224, 0.6454205748767172, 0.7560933328460994, 0.3458002921024746, 0.7492957788670433, 0.3839732826809195, 0.31119858731299455, 0.5851433709342131, 0.8729298982966927, 0.5215427355977268, 0.9198588399272114, 0.4461221885324913, 0.5399344790092041, 1.2353710076471014, 1.244091527303142, 0.6278105735274289, 0.37646551897244934, 0.18981947243704295, 0.5708405860526606, 1.4807263063756322, 0.6210168181111444, 0.3367891552731642, 2.2354939564452625, 0.5460357542210749, 0.8974103111045456, 0.667216650695424, 0.45904845116427595, 0.18633463021843308, 0.47807845872553545, 0.6928338879914716, 0.8274295210946166, 0.366827461122491, 0.3840366912866561, 0.545470104625697, 0.3843834207897717, 0.6978712307211584, 0.9009413768167858, 0.5000184530547284, 0.6996366329215888, 0.43525056430980363, 1.752009436532939, 0.8402630150308203, 0.1989397152096953, 0.3154737911837539, 2.1916999068002427, 0.34495091587713944, 0.5246091367537205, 0.4411016115887259, 0.6740761106858832, 0.2893435875873198, 1.0523023985957558, 0.5752709624459058, 0.6974865725069005, 0.31168126523621226, 1.0010387861831944, 0.5036550006450732, 0.32709727940045846, 0.5561235929658943, 1.5779541468919445, 0.6322544670616395, 0.311230378703391, 0.30748775652728283, 0.5766898754192575, 0.73038251961188, 0.7450449217366776, 0.6559282322707616, 1.0617285334395192, 1.258037972065202, 0.37503117406871644, 0.24274933693252623, 1.0422336285397464, 0.5337224101780169, 0.7359831300070067, 0.8435705670848235, 1.7128241119246947, 0.7220970198010889, 1.1219130509092081, 0.6722220144359717, 0.7611451169207736, 0.43644009309470383]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,8,2,0,200,"['Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair']",,"[3.26 9.37 2.83 2.33 8.   7.51 0.47 0.05 1.47 1.25 0.04 5.6  2.06 9.34
 9.04 1.7  0.91 0.36 1.06 0.49 6.64 4.93 7.87 3.18 3.38 9.07 6.5  4.95
 1.95 0.87 5.91 0.08 4.34 2.51 1.61 0.32 2.61 0.14 0.4  9.76 0.   1.39
 0.01 0.   3.69 1.44 1.34 7.09 5.74 1.55 0.44 5.31 0.6  0.   4.45 5.64
 9.11 3.52 0.8  0.46 1.01 1.45 1.15 8.26 0.   9.94 5.15 4.9  5.13 6.6
 0.03 2.04 3.47 0.62 0.63 0.   0.47 0.03 2.82 1.27 5.45 4.1  0.11 0.03
 2.13 5.24 1.36 5.86 0.88 3.42 4.32 3.25 4.98 5.21 5.86 3.21 7.79 6.71
 7.86 5.18 6.24 0.03 9.36 5.21 5.34 3.5  2.83 7.62 0.   5.04 1.04 0.72
 1.36 0.17 3.27 5.06 0.67 2.87 0.34 3.37 2.34 0.63 3.03 5.38 2.04 0.83
 3.44 7.79 2.69 3.34 0.64 6.95 7.45 6.37 6.28]","Counter({'Misrepair': 74, 'Repair': 61})","[0.45185185185185184, 0.08395299536694721]","[0.9421047402087857, 0.5228337198503388, 0.38910159599346206, 2.2494266962311316, 0.9960781291857791, 0.5762344422960419, 0.6720346212151442, 0.322103180548391, 1.371652963893234, 0.662364126730644, 0.7941413250476751, 1.3639770475594104, 0.6686595883393287, 0.6480398310632269, 0.3333682592776838, 0.6007575233700809, 0.6442292805136977, 1.2397740767984187, 0.4690152861172493, 0.8198811206155229, 0.9282112701204552, 0.32043714062551965, 0.5159937928976777, 0.9102103644310573, 0.7144135612682224, 0.597054410602249, 0.5136652190262235, 0.7886099944323264, 0.7528044489785867, 0.39234291374651414, 0.7668801821138939, 0.4045690313250992, 0.4378152010272838, 0.6461925610366529, 0.3515844446882887, 0.6835489345334552, 0.8767251537322477, 0.5223484289489213, 0.7722183883291552, 0.25399104270255707, 1.1392992143263776, 0.8083403611098494, 0.5906304623094998, 0.4364674661319761, 0.8354648970748854, 0.2722187607299596, 1.5947755681001943, 0.8651319227730561, 0.4215762195818878, 1.246843860973377, 1.0033159945232677, 1.3971142775999366, 0.9879938629901478, 0.6237257813753264, 0.16295522233054416, 0.470136555657917, 0.7083646072243607, 1.825178163125355, 0.36991833133716945, 0.4359979779180354, 1.0780110683485697, 2.530559829733795, 0.5874002740339486, 0.4521129049558734, 1.2307999981339726, 0.3685615959137792, 0.9986924078141102, 0.20458874284646242, 0.5778771836834193, 0.5488533170985105, 0.1828114527675674, 0.8706764901186602, 0.3628193422699861, 0.22642650081086502, 0.7735035564535501, 0.7314212108148879, 0.8481909150746325, 0.4454634742757236, 1.1936020525981588, 0.5122337495777984, 0.30947403736709167, 0.24454880695258566, 0.7117819330946524, 0.38314284418425026, 0.30885359827399883, 0.9152891356715314, 0.9607186369958982, 0.46050842965674865, 0.899078617729249, 0.24828721154347322, 0.4147628342925773, 0.2980734141820242, 0.5218939118057336, 0.5160162840937317, 1.7277852834978913, 0.42113312444717266, 0.28948777292941896, 0.2831964608101454, 0.6668336544115356, 0.7327764155493225, 0.2052889981740811, 0.19426548770529656, 0.31729702679566224, 0.3271553696273679, 0.2009450773579821, 1.0511255530949415, 1.5145565850078568, 0.8417521413966863, 2.1249759740920013, 0.3688938937518745, 0.22961456272709957, 0.9683109041109002, 1.2863799374596707, 0.369224612932344, 0.5219453074301803, 0.3550747091186342, 0.45874138528043695, 0.7522994386205736, 0.6782207567642251, 0.7618874654986953, 0.5115604054208815, 0.9017247754291017, 0.5263056941874177, 0.5238391321850462, 0.9412579236708188, 0.7458897648600294, 1.2696538905598211, 0.26632147642473536, 0.1897524826798438, 0.8967431036291416, 1.3525207079171155, 0.9124467285659408, 0.9861440873960694, 0.6101946844458648, 0.7729770334552848]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,10,2,0,200,"['Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair']",,"[9.92 1.25 0.62 8.18 0.02 2.57 1.01 0.03 0.55 3.03 3.64 0.02 2.64 2.13
 9.77 0.   0.23 2.8  3.95 3.46 0.77 8.   4.06 5.68 0.56 3.73 2.24 9.55
 1.31 6.68 5.43 6.3  5.17 6.05 0.63 0.34 5.06 2.67 0.16 1.29 0.07 1.39
 0.   3.62 0.51 3.27 4.86 2.07 7.19 8.75 7.15 0.62 1.9  5.34 7.04 0.37
 6.88 4.74 3.61 3.49 5.33 7.71 0.11 3.64 9.88 4.4  8.41 5.88 0.04 5.6
 8.38 9.7  9.94 7.26 3.13 0.33 1.86 1.25 9.04 6.95 5.52 0.49 0.01 4.07
 0.04 3.2  4.48 0.1  0.54 0.17 0.63 9.32 0.23 5.95 7.47 4.48 0.14 0.03
 3.82 0.25 4.33 0.   0.09 4.92 4.5  0.28 7.98 1.09 5.56 0.04 8.96 0.83
 0.   4.95 5.65 1.06 0.12 0.44 6.87 9.43 2.12 1.05 2.72 0.31 0.23 5.02
 0.09 3.56]","Counter({'Repair': 64, 'Misrepair': 64})","[0.5, 0.08662058069535207]","[1.1754706047990544, 1.3148411740543957, 0.36779007871830616, 0.2257481691080391, 0.7058929958101084, 0.14473911521508265, 0.5882304462989777, 0.33088151806197247, 0.885656365375393, 0.7595317965215603, 0.25831348980042285, 1.840108841077714, 0.3258710120866112, 0.1800416393826976, 0.46993898456225014, 0.8775124979956683, 0.7910165964440266, 0.3876670957217898, 0.6957521787434764, 0.6993918529141747, 0.4680455837483946, 0.3678071209445622, 0.48379674739406203, 0.7209139383479584, 0.5216983331899874, 0.9932140345031185, 0.36508421782073536, 1.2294186169119405, 0.7231828995357233, 0.37267803533968874, 0.3711017546564412, 0.1819322734059609, 1.0511302045724051, 0.9053431056829168, 0.43845305955430297, 0.25984034767889336, 0.36685431793486223, 0.8872967259289285, 0.8967722583226319, 1.4619070030501728, 1.4929816410753736, 0.8057753636172095, 0.220816571864822, 0.37368136678433106, 0.48730330501549896, 0.7991499079046934, 0.5722980711961827, 1.2845226827768277, 0.35880842741893815, 0.6201524105819627, 0.3522408897616558, 0.5451664142878615, 0.337717525434869, 0.5179795650048499, 0.3725398834790425, 0.524567849085279, 0.40817587258640214, 0.4418618647968643, 0.7452357607591301, 1.2564205050721362, 1.1194935336272784, 0.3852191691679584, 0.7105988523915356, 0.2771706644348151, 0.8426474226008122, 1.4070092499783997, 0.48625231889754006, 0.377151929172026, 0.27098306498344704, 0.38692280451010075, 0.9170496492318928, 0.2986868285222675, 0.2159978207865713, 0.7361429786515291, 0.3138441781180062, 0.9059050126159613, 0.451167157702963, 0.3999673137178157, 0.34656278137793906, 0.6104632620099834, 0.37905984897872247, 0.4552326907823188, 0.942627167776836, 0.6500019655213605, 0.328610922756253, 1.326698984598092, 0.3866666779589292, 0.5428012328735474, 1.2493340954879957, 0.7694908870030984, 0.5076703223298998, 0.4980474277575022, 0.2026077852617562, 0.6045938217788699, 0.10600201743634642, 0.49589823349835244, 0.34738733851176207, 1.1284222136556141, 0.7204018906567736, 1.0633581242061139, 0.3095391418123258, 0.9375736554740135, 0.5493778593211247, 0.24716078961771565, 0.6321170468516574, 0.6549544190008533, 0.644489560114428, 0.5561233158513331, 0.291329302327345, 0.7191552067030687, 0.37686951883071884, 1.1348773012830664, 0.3197486991559689, 0.5294824121404293, 0.7893141565986261, 0.352136062649292, 0.8383685407660633, 0.21557115188665021, 0.33326122361694366, 0.9735954047844558, 0.7931428375820897, 0.28792191507931875, 0.9574149985420018, 1.0344541655018074, 1.4911768448710176, 0.5653472970019898, 1.3508281402284579, 1.2162044090868394]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,12,2,0,200,"['Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair']",,"[3.17 2.95 0.34 4.48 5.68 1.08 7.45 3.97 1.71 3.42 0.13 0.71 0.   5.42
 7.64 3.06 3.36 1.61 3.45 6.71 4.78 0.49 9.21 4.11 4.42 0.   4.29 7.44
 2.09 1.13 0.66 5.84 0.03 0.01 3.41 3.34 0.4  0.6  9.48 0.   5.72 0.
 1.21 0.49 7.31 2.33 0.01 0.58 6.16 0.13 6.57 3.06 5.3  6.41 2.65 1.01
 7.35 0.67 0.03 7.95 1.9  3.43 3.84 0.04 9.65 2.89 0.02 0.   5.37 0.09
 0.21 0.03 0.4  6.93 0.   0.05 1.11 2.15 1.95 0.05 0.31 0.87 8.61 0.
 1.88 1.12 2.31 0.35 0.23 0.01 1.8  8.55 0.01 1.75 9.28 6.56 4.71 1.9
 2.46 2.22 0.21 1.13 2.35 4.32 0.01 5.28 0.15 1.67 4.39 5.76 6.88 4.8
 4.46 4.34 0.69 5.43]","Counter({'Repair': 60, 'Misrepair': 56})","[0.5172413793103449, 0.09093660287669031]","[0.8714296993868662, 0.5598549078309097, 0.5273707720647256, 0.5246900851685367, 0.6362487467253296, 0.5535507671421979, 0.21416681204891183, 0.6256650097106535, 0.8503119329605114, 0.6444999198405564, 1.27657418240329, 1.1501356136911365, 0.7823610212709101, 0.5214232072183886, 0.39578014092303876, 0.4831138176350758, 0.9423411941579022, 0.3904787041350128, 0.2683431662154636, 0.45695993956848513, 0.6329469299676634, 1.0820370660023584, 0.5177307168775686, 0.5096169019373152, 0.25164219607632793, 0.5237172344127498, 0.6221511187540975, 0.5423891920622868, 1.1870635407353471, 0.479421192964744, 0.9701497119808671, 0.22174236353142507, 0.2523189913905564, 0.8359554421261334, 0.6708272077173114, 0.6845454701217973, 0.6732440133956706, 0.38774081732778953, 0.28464975057945036, 0.8891900466895034, 0.6058910202783219, 0.7780539221164543, 0.44945275777127286, 0.2893582269873211, 0.4617732956630077, 0.226006358918784, 0.951759440357246, 0.7158515526445739, 0.43198607421710483, 0.6458407274233106, 0.5856962840526139, 0.3627039576287831, 0.5564129118894036, 0.307629723882775, 0.5704947481730673, 0.7812715863785842, 0.26359572119847746, 0.5229768161975241, 0.8260530589222722, 0.5055536432888816, 0.35233386637961167, 1.0452418392235439, 0.8696583909358163, 1.976845176561762, 0.8742986654165092, 0.8660678151007767, 0.9760443498788365, 0.7175801425660012, 0.5099784254884191, 0.4424718455609932, 0.874821515542602, 0.6553937349365678, 0.7179257508029673, 0.15587739488772068, 0.7959529120890687, 0.8687647548644682, 0.1908400740944055, 0.8603756459178795, 0.42837030811635, 1.042687853895993, 0.27862165996124655, 1.604316025656597, 1.9742736544704755, 0.6660034149092406, 0.5730233168378077, 0.444190849247277, 0.5154173493088559, 0.5543165028374504, 1.1688344447261299, 0.4134718772247023, 1.954090006206277, 0.27721896458291195, 0.6628594174161839, 0.3069931254556352, 0.9266088706753117, 0.2126987561095623, 0.24386752420590632, 1.4267493705575596, 0.2837880773410968, 0.49102963601626143, 0.7563159063394258, 0.5773632549857379, 1.1172675219169776, 0.7325581154939286, 0.41988893740538175, 0.38187115221681195, 0.9591473077609747, 0.5309052824987697, 1.7392627069306734, 0.6982686841756893, 0.5276006439512373, 0.6132602609244465, 0.29426727695541793, 0.30397426597902977, 0.4586212743332777, 0.9770102861857418]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,14,2,0,200,"['Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair']",,"[0.46 1.85 0.02 5.89 0.61 7.48 9.23 6.97 2.76 3.93 0.66 0.3  3.89 3.1
 1.98 8.36 3.36 2.18 7.48 1.05 0.53 1.43 0.07 2.93 0.48 0.63 1.46 2.34
 0.36 0.38 0.06 0.06 0.18 9.71 9.1  1.61 1.68 1.46 9.85 0.1  1.18 0.
 0.03 0.01 0.03 0.06 0.69 0.   0.23 0.71 2.8  8.37 2.1  2.36 0.6  0.35
 1.05 5.32 3.12 2.46 0.21 4.13 3.19 0.22 0.11 2.55 0.01 9.08 0.05 0.51
 4.98 2.33 0.06 7.53 5.51 3.94 0.93 7.49 1.38 0.69 0.02 2.3  0.15 1.35
 3.32 0.   5.32 0.81 0.   0.12 7.88 0.53 0.02 0.05 9.04 4.3  5.74 1.17
 0.67 8.06 8.61 1.98 6.34 0.   0.01 0.18 6.98 1.27 7.99]","Counter({'Repair': 58, 'Misrepair': 51})","[0.5321100917431193, 0.09367321137130746]","[0.8710597842838881, 0.5780884779014209, 0.20606473871308828, 0.9789838234517272, 0.3316946457465713, 0.2848668069702826, 0.4802722752456963, 0.6217113517818665, 0.8362660994834761, 0.9391920614093262, 0.7969091343649691, 1.1631383950061984, 0.5568978113881379, 0.8964708774703045, 0.5219057567378185, 1.0334747730841511, 0.5296706459259909, 0.253588954939668, 0.7741976249496016, 1.0387703503493126, 0.9199945744829223, 1.044582103492491, 0.6123027073687514, 0.3763001180800435, 0.4897711479774645, 0.2870475764562479, 0.4933481010242866, 0.46298801756735913, 0.5118385075201399, 0.7339241980266905, 0.5146911889315944, 0.37911710163164974, 0.4232910930276648, 0.14215908970996474, 0.5545874537735966, 0.8957518133938452, 0.9646291640317187, 1.2574500102134911, 0.40328346750749944, 0.6503013917540602, 0.7677784769079213, 0.5057812256774983, 0.19732506369168168, 0.22933085271801898, 0.3453639942040877, 0.27262700245029065, 0.3739365202622607, 0.394847625936131, 0.2368104103726001, 0.955824135972754, 0.33980970853732956, 0.8270657105245485, 0.2754443546065255, 0.6293941194453775, 0.22915170235738244, 1.3283166445784333, 0.5947444038574078, 1.1623978865798035, 0.5603999527505001, 0.7410104400827398, 0.2849758580022728, 0.30746419154868904, 0.21043975968122453, 0.9495614796883802, 0.3816976889025218, 0.5332512186410703, 0.45626276011039424, 2.197730804493924, 0.7404638618819223, 1.697407445221996, 0.3929679170419344, 0.13207455372867774, 0.7470805669865104, 0.28213620560462227, 0.4759451654944617, 1.067573594680307, 0.7706190568566401, 1.3794243665615016, 0.9146566300395541, 0.39903285051408643, 0.3237552862103311, 1.2330312439038613, 0.3796147205356613, 1.69289114640953, 0.2663702694010415, 0.4268581340084461, 0.6034278292584238, 0.34846642048273324, 0.324060698255734, 0.7111265281515867, 0.363301936467935, 0.16590104943156267, 0.38675614219392324, 0.5741511325147138, 1.0191550696488445, 0.4192087953951178, 0.8130806865606083, 1.884240618159946, 0.3602592984463737, 0.30971052266539434, 0.20539779532437186, 1.2574486644869949, 0.4921752359717667, 0.3235953308481773, 0.6110538361632486, 0.6210336145869313, 0.25111267947029026, 0.35874105599135026, 0.3995728521808062]"
,,,,,,,,,,,,,,,,,,,,,,,
